canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,performer,nationality,performer_label,canonical_title_label
Johann Sebastian Bach,"Prelude and Fuge in G-sharp Minor, WTC I, BWV 863",test,2011,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.wav,297.515728125,Andrei Shychko,Belarus,8,364
Johann Sebastian Bach,"Prelude and Fugue in  F-sharp Major, WTC I , BWV 858",test,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.wav,227.335416667,Vincent Vu,Canada,173,365
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC I, BWV 864",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.wav,211.63541666700002,Dongyuan Sun,P. R. China,45,366
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC II, BWV 888",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.wav,173.611458333,Kaiwen Zhao,P. R. China ,97,367
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2011,2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.midi,2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.wav,316.24968375,Anastasia Rizikov,Canada,7,369
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2011,2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.wav,303.235540781,Tristan Teo,Canada,167,369
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",train,2017,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.midi,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.wav,309.229254,Edward Zhang,USA ,47,369
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II,  BWV 889",train,2011,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.wav,241.37796375,Zitong Wang,China,201,370
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 847",train,2013,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.midi,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.wav,220.77301640599998,Mei Li,P. R. China,117,371
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.wav,236.185416667,Arsenii Mun,Russia,19,372
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2011,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.wav,244.37342015599998,Robin Giesbrecht,Germany,141,372
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.wav,241.077878542,Yerin Young,S. Korea ,185,372
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.wav,225.74034685799998,Yongqiu Liu,P. R. China,189,372
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",train,2017,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.wav,215.636763887,Wenhao Zhang,P. R. China,179,372
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I",test,2008,2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.wav,230.55398953099998,Yunyi Qin,China,197,373
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I, BWV 862",test,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.wav,208.19423625,Dongxu Jin,P. R. China,44,374
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC I, BWV 868",validation,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.wav,188.69772796900003,Josue Gonzalez,Costa Rica,92,375
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC II, BWV 892",train,2011,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.wav,347.649225,Kimberly Hou,USA,100,376
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC II, BWV 892",train,2017,2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.wav,347.093384704,Leyla Kabuli,USA,107,376
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II",train,2008,2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.wav,223.90068421900003,Eloise Kim,South Korean,53,377
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II",train,2008,2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.wav,224.95036265599998,Joselyn Lai,Canadian,91,377
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II, BWV 893",train,2013,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.wav,254.6792325,Tracy Wong,USA,166,378
Johann Sebastian Bach,"Prelude and Fugue in B-Moll, No. 22 WTKII",test,2004,2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.wav,420.449614371,Ilya Blinov,Russian ,79,379
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2015,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.wav,313.167708333,Nina Hu,P. R. China,130,380
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.wav,316.22831625,JiaXin Min,P. R. China,87,380
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.wav,352.80947625,Evren Ozel,USA,61,380
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",train,2011,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi,2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.wav,337.989779531,Aristo Sham,Hong Kong,18,380
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC II",test,2008,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.wav,360.5338275,Frank Duepree,German,64,381
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC  II, BWV 870",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.wav,233.179166667,Evan Lee,USA,59,382
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 846",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.wav,239.887580625,Ilya Maximov,Russia,80,383
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 870",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.wav,258.54375,Wanchuan Chen,P. R. China,178,384
Johann Sebastian Bach,"Prelude and Fugue in C Minor, WTC II, BWV 871",train,2011,2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi,2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.wav,238.729729219,Min Joo Yi,South Korea,122,385
Johann Sebastian Bach,"Prelude and Fugue in C sharp major, WTC I, BWV 848",train,2011,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.wav,202.54920984400002,Vivian Lou,Canada,174,386
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",train,2011,2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.wav,208.378530937,Annie Zhou,Canada,17,387
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",train,2011,2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.midi,2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.wav,202.95919875,Weston Mizumoto,USA,180,387
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Minor, WTC I, BWV 849",validation,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.wav,328.45052625,Adrian Brendle,Germany,1,388
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, BWV 848",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.wav,208.53745171900002,Linda Ruan,Canada,108,389
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",train,2008,2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.wav,180.01985203099997,Anna Denisova,Russian,16,390
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",train,2008,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.wav,195.688906875,Vladimir Levitsky,Russian ,175,390
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.wav,217.73020833299998,Mayuki Miyashita,Japan,116,391
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.wav,211.061487656,Evelyn Mo,USA,60,391
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I, BWV 848",train,2017,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.wav,194.047126088,Youl Sun,Russia,190,391
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, Book I, BWV 849",validation,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.wav,454.246340625,Nicolas Giacomelli,Italy,129,392
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I",validation,2008,2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.wav,322.878950625,Tracy Wong,American ,166,393
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I, BWV 849",validation,2017,2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.midi,2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.wav,439.36964195,Andrew Zhao,P. R. China ,12,394
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC II",test,2008,2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi,2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.wav,381.53808,Tami Lin,Canadian,160,395
Johann Sebastian Bach,"Prelude and Fugue in D Major, Book II",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.wav,313.28894953099996,Feng Bian,P. R. China,63,396
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",test,2011,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi,2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.wav,174.840904219,Jakub Sladek,Czech Republic ,83,397
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",test,2017,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi,2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.wav,208.622909367,Haichun Wang,P. R. China ,69,397
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.wav,373.19270833300004,WaiYuen Wong,Hong Kong ,177,398
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.wav,352.83351468800004,Aaron Kurz,USA,0,398
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2011,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.wav,153.460049531,Aaron Kurz,USA,0,398
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",train,2011,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.midi,2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.wav,171.83075765599997,Aaron Kurz,USA,0,398
Johann Sebastian Bach,"Prelude and Fugue in D Minor, Book II",validation,2004,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.wav,203.718416123,Kook Hee Hong,South Korean ,105,399
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC I, BWV 851",train,2011,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi,2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.wav,220.760997188,Leonardo Colafelice,Italy,106,400
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II,  BWV 875",validation,2011,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi,2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.wav,228.760455,Kevin Ahfat,United States,98,401
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",validation,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.wav,213.624252187,Carmen Knoll,USA,28,402
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",validation,2017,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi,2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.wav,208.59299498299998,John Cao,USA,89,402
Johann Sebastian Bach,"Prelude and Fugue in D major, WTC I",test,2008,2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.wav,230.445816562,Eric Tan,Canadian   ,56,403
Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",train,2011,2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi,2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.wav,200.214810469,Claire Lee,Canada,36,404
Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",train,2017,2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.wav,229.831138779,Shuan Hern Lee,Australia,154,404
Johann Sebastian Bach,"Prelude and Fugue in D-sharp Minor, WTC II, BWV 877",test,2013,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.wav,388.630754531,Daniel Eras,Costa Rica,38,405
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.wav,157.071157031,Christopher Son Richardson,USA,34,406
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.wav,141.199110937,Eric Lu,USA,55,406
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2011,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.wav,144.941094375,Misora Ozaki,Japan,124,406
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2017,2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi,2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.wav,151.017422404,Arthur Wang,Canada,20,406
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",train,2017,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.wav,150.834730992,Mayuki Miyashita,Japan,116,406
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854  ",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.wav,159.4875,Alexander Lu,USA,3,407
Johann Sebastian Bach,"Prelude and Fugue in E Minor WTC I, BWV 855",test,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--2.midi,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--2.wav,201.866666667,Elliot Wuu,USA ,51,408
Johann Sebastian Bach,"Prelude and Fugue in E-flat Major, WTC I",train,2008,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.wav,342.303343594,Anja Xiaoxing Cui,German,15,409
Johann Sebastian Bach,"Prelude and Fugue in E-flat Major, WTC II, BWV 876",train,2011,2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.midi,2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.wav,226.341921094,Zihui Song,China,200,410
Johann Sebastian Bach,"Prelude and Fugue in E-flat Major, WTC II, BWV 876",train,2017,2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.midi,2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.wav,246.290459838,Amir Siraj,USA,6,410
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor WTC I, BWV 853",train,2017,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.midi,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.wav,511.42377606199994,Che Li,P. R. China,31,411
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor, WTC I, BWV 853",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--1.wav,545.822916667,Caleb Borick,USA,27,412
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor, WTC I, BWV 853",train,2017,2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--1.midi,2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--1.wav,513.906669879,Charlie Liu,USA,30,412
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor, WTC I, BWV 853",train,2017,2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--1.midi,2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--1.wav,524.592514954,Jun Li Bui,Canada,95,412
Johann Sebastian Bach,"Prelude and Fugue in E-flat Minor, WTC I, BWV 853",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--3.midi,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--3.wav,483.48908388300003,Yilin Wang,P. R. China ,186,412
Johann Sebastian Bach,"Prelude and Fugue in F Major, WTC I, BWV 856",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.wav,127.63958333299999,Jeffrey Luo,Canada,85,413
Johann Sebastian Bach,"Prelude and Fugue in F Major, WTC II",train,2008,2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi,2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.wav,269.760681094,Maria Verbaite,Lithuanian ,111,414
