opus,key,performer,year,time,seconds,label,pid,status,piece_path,midi_filename,mp4_filename,mp3_filename,wav_filename,alignment_filename,performer_id
33.4,B min,Barbosa,1983,5:08,308,Centaur CRC2098/9,9174-25,-,mazurka33-4/pid9174-25,mazurka33-4/pid9174-25.mid,mazurka33-4/pid9174-25.mp4,mazurka33-4/pid9174-25.mp3,mazurka33-4/pid9174-25.wav,mazurka33-4/pid9174-25_infer_corresp.txt,2
33.4,B min,Biret,1990,4:58,298,Naxos 8.550359,9062-25,-,mazurka33-4/pid9062-25,mazurka33-4/pid9062-25.mid,mazurka33-4/pid9062-25.mp4,mazurka33-4/pid9062-25.mp3,mazurka33-4/pid9062-25.wav,mazurka33-4/pid9062-25_infer_corresp.txt,3
33.4,B min,Brailowsky,1960,4:56,296,Sony SB2K 63237,9060-25,-,mazurka33-4/pid9060-25,mazurka33-4/pid9060-25.mid,mazurka33-4/pid9060-25.mp4,mazurka33-4/pid9060-25.mp3,mazurka33-4/pid9060-25.wav,mazurka33-4/pid9060-25_infer_corresp.txt,4
33.4,B min,Chiu,1999,6:12,372,HMX 2907352.53,9048-25,-,mazurka33-4/pid9048-25,mazurka33-4/pid9048-25.mid,mazurka33-4/pid9048-25.mp4,mazurka33-4/pid9048-25.mp3,mazurka33-4/pid9048-25.wav,mazurka33-4/pid9048-25_infer_corresp.txt,5
33.4,B min,Cohen,1997,8:08,488,Glossa 920506 ,9105b-08,-,mazurka33-4/pid9105b-08,mazurka33-4/pid9105b-08.mid,mazurka33-4/pid9105b-08.mp4,mazurka33-4/pid9105b-08.mp3,mazurka33-4/pid9105b-08.wav,mazurka33-4/pid9105b-08_infer_corresp.txt,6
33.4,B min,Cortot,1951,5:09,309,Concert Artist 9180/12 ,9066-25,-,mazurka33-4/pid9066-25,mazurka33-4/pid9066-25.mid,mazurka33-4/pid9066-25.mp4,mazurka33-4/pid9066-25.mp3,mazurka33-4/pid9066-25.wav,mazurka33-4/pid9066-25_infer_corresp.txt,7
33.4,B min,Csalog,1996,6:02,362,Hungaroton HCD 31755/6,1263-25,-,mazurka33-4/pid1263-25,mazurka33-4/pid1263-25.mid,mazurka33-4/pid1263-25.mp4,mazurka33-4/pid1263-25.mp3,mazurka33-4/pid1263-25.wav,mazurka33-4/pid1263-25_infer_corresp.txt,8
33.4,B min,Czerny-Stefanska,1989,5:35,335,Pony Canyon Classics PCCL-00460,9192-25,-,mazurka33-4/pid9192-25,mazurka33-4/pid9192-25.mid,mazurka33-4/pid9192-25.mp4,mazurka33-4/pid9192-25.mp3,mazurka33-4/pid9192-25.wav,mazurka33-4/pid9192-25_infer_corresp.txt,9
33.4,B min,Ezaki,2006,5:19,319,Triton OVCT-00035,9139-25,-,mazurka33-4/pid9139-25,mazurka33-4/pid9139-25.mid,mazurka33-4/pid9139-25.mp4,mazurka33-4/pid9139-25.mp3,mazurka33-4/pid9139-25.wav,mazurka33-4/pid9139-25_infer_corresp.txt,10
33.4,B min,Fliere,1977,5:44,344,Melodia 10 00439,9063-25,-,mazurka33-4/pid9063-25,mazurka33-4/pid9063-25.mid,mazurka33-4/pid9063-25.mp4,mazurka33-4/pid9063-25.mp3,mazurka33-4/pid9063-25.wav,mazurka33-4/pid9063-25_infer_corresp.txt,11
33.4,B min,Fou,1978,5:30,330,Sony SB2K 53 246,9071b-04,-,mazurka33-4/pid9071b-04,mazurka33-4/pid9071b-04.mid,mazurka33-4/pid9071b-04.mp4,mazurka33-4/pid9071b-04.mp3,mazurka33-4/pid9071b-04.wav,mazurka33-4/pid9071b-04_infer_corresp.txt,12
33.4,B min,Fou,2005,5:19,319,NIFC CD001,9092-12,-,mazurka33-4/pid9092-12,mazurka33-4/pid9092-12.mid,mazurka33-4/pid9092-12.mp4,mazurka33-4/pid9092-12.mp3,mazurka33-4/pid9092-12.wav,mazurka33-4/pid9092-12_infer_corresp.txt,12
33.4,B min,Francois,1956,4:39,279,EMI CZS 7 67413 2,9070b-08,-,mazurka33-4/pid9070b-08,mazurka33-4/pid9070b-08.mid,mazurka33-4/pid9070b-08.mp4,mazurka33-4/pid9070b-08.mp3,mazurka33-4/pid9070b-08.wav,mazurka33-4/pid9070b-08_infer_corresp.txt,13
33.4,B min,Hatto,1993,5:27,327,Con. Artist FED4-TC-0116/7,610003-27,-,mazurka33-4/pid610003-27,mazurka33-4/pid610003-27.mid,mazurka33-4/pid610003-27.mp4,mazurka33-4/pid610003-27.mp3,mazurka33-4/pid610003-27.wav,mazurka33-4/pid610003-27_infer_corresp.txt,14
33.4,B min,Hatto,2006,4:53,293,Con. Artist 9270/12,9073-27,-,mazurka33-4/pid9073-27,mazurka33-4/pid9073-27.mid,mazurka33-4/pid9073-27.mp4,mazurka33-4/pid9073-27.mp3,mazurka33-4/pid9073-27.wav,mazurka33-4/pid9073-27_infer_corresp.txt,14
33.4,B min,Indjic,1988,4:56,296,Calliope 3321,9050-25,-,mazurka33-4/pid9050-25,mazurka33-4/pid9050-25.mid,mazurka33-4/pid9050-25.mp4,mazurka33-4/pid9050-25.mp3,mazurka33-4/pid9050-25.wav,mazurka33-4/pid9050-25_infer_corresp.txt,15
33.4,B min,Kushner,1990,5:21,321,Connoisseur CD4181/2,9118-25,-,mazurka33-4/pid9118-25,mazurka33-4/pid9118-25.mid,mazurka33-4/pid9118-25.mp4,mazurka33-4/pid9118-25.mp3,mazurka33-4/pid9118-25.wav,mazurka33-4/pid9118-25_infer_corresp.txt,16
33.4,B min,Luisada,1990,4:54,294,DG 463054-2,9055-25,-,mazurka33-4/pid9055-25,mazurka33-4/pid9055-25.mid,mazurka33-4/pid9055-25.mp4,mazurka33-4/pid9055-25.mp3,mazurka33-4/pid9055-25.wav,mazurka33-4/pid9055-25_infer_corresp.txt,17
33.4,B min,Magaloff,1977,4:56,296,Phillips 426 817/29-2,9074f-25,-,mazurka33-4/pid9074f-25,mazurka33-4/pid9074f-25.mid,mazurka33-4/pid9074f-25.mp4,mazurka33-4/pid9074f-25.mp3,mazurka33-4/pid9074f-25.wav,mazurka33-4/pid9074f-25_infer_corresp.txt,18
33.4,B min,Magin,1975,4:35,275,Accord 465 665-2,9138-25,-,mazurka33-4/pid9138-25,mazurka33-4/pid9138-25.mid,mazurka33-4/pid9138-25.mp4,mazurka33-4/pid9138-25.mp3,mazurka33-4/pid9138-25.wav,mazurka33-4/pid9138-25_infer_corresp.txt,19
33.4,B min,Milkina,1970,5:53,353,Unterschrift/EMI,9099-25,-,mazurka33-4/pid9099-25,mazurka33-4/pid9099-25.mid,mazurka33-4/pid9099-25.mp4,mazurka33-4/pid9099-25.mp3,mazurka33-4/pid9099-25.wav,mazurka33-4/pid9099-25_infer_corresp.txt,20
33.4,B min,Mohovich,1999,6:06,366,Agora AG 231.2,9104-25,-,mazurka33-4/pid9104-25,mazurka33-4/pid9104-25.mid,mazurka33-4/pid9104-25.mp4,mazurka33-4/pid9104-25.mp3,mazurka33-4/pid9104-25.wav,mazurka33-4/pid9104-25_infer_corresp.txt,21
33.4,B min,Ohlsson,1999,4:22,262,Arabesque Z6730-2,9153-25,-,mazurka33-4/pid9153-25,mazurka33-4/pid9153-25.mid,mazurka33-4/pid9153-25.mp4,mazurka33-4/pid9153-25.mp3,mazurka33-4/pid9153-25.wav,mazurka33-4/pid9153-25_infer_corresp.txt,22
33.4,B min,Osinska,1989,5:54,354,Cassiopee 969 213/6,9101b-07,-,mazurka33-4/pid9101b-07,mazurka33-4/pid9101b-07.mid,mazurka33-4/pid9101b-07.mp4,mazurka33-4/pid9101b-07.mp3,mazurka33-4/pid9101b-07.wav,mazurka33-4/pid9101b-07_infer_corresp.txt,23
33.4,B min,Poblocka,1999,4:40,280,BeArTon CDB012/13,9093-25,-,mazurka33-4/pid9093-25,mazurka33-4/pid9093-25.mid,mazurka33-4/pid9093-25.mp4,mazurka33-4/pid9093-25.mp3,mazurka33-4/pid9093-25.wav,mazurka33-4/pid9093-25_infer_corresp.txt,24
33.4,B min,Rangell,2001,4:52,292,Dorian DOR-93258,9094-25,-,mazurka33-4/pid9094-25,mazurka33-4/pid9094-25.mid,mazurka33-4/pid9094-25.mp4,mazurka33-4/pid9094-25.mp3,mazurka33-4/pid9094-25.wav,mazurka33-4/pid9094-25_infer_corresp.txt,25
33.4,B min,Rubinstein,1939,4:29,269,Naxos 8.110656-57,9049-25,-,mazurka33-4/pid9049-25,mazurka33-4/pid9049-25.mid,mazurka33-4/pid9049-25.mp4,mazurka33-4/pid9049-25.mp3,mazurka33-4/pid9049-25.wav,mazurka33-4/pid9049-25_infer_corresp.txt,26
33.4,B min,Rubinstein,1952,4:32,272,BMG 09026 63027-2,9075-25,-,mazurka33-4/pid9075-25,mazurka33-4/pid9075-25.mid,mazurka33-4/pid9075-25.mp4,mazurka33-4/pid9075-25.mp3,mazurka33-4/pid9075-25.wav,mazurka33-4/pid9075-25_infer_corresp.txt,26
33.4,B min,Rubinstein,1966,5:35,335,BMG 09026-63050-2,9059-25,-,mazurka33-4/pid9059-25,mazurka33-4/pid9059-25.mid,mazurka33-4/pid9059-25.mp4,mazurka33-4/pid9059-25.mp3,mazurka33-4/pid9059-25.wav,mazurka33-4/pid9059-25_infer_corresp.txt,26
33.4,B min,Shebanova,2002,5:28,328,DUX 0350/0351,9072-25,-,mazurka33-4/pid9072-25,mazurka33-4/pid9072-25.mid,mazurka33-4/pid9072-25.mp4,mazurka33-4/pid9072-25.mp3,mazurka33-4/pid9072-25.wav,mazurka33-4/pid9072-25_infer_corresp.txt,27
33.4,B min,Smith,1975,1:13,73,EMI 724358576726,9054-25,-,mazurka33-4/pid9054-25,mazurka33-4/pid9054-25.mid,mazurka33-4/pid9054-25.mp4,mazurka33-4/pid9054-25.mp3,mazurka33-4/pid9054-25.wav,mazurka33-4/pid9054-25_infer_corresp.txt,28
33.4,B min,Sztompka,1959,5:48,348,Muza PNOD 313 A/B,9170-25,-,mazurka33-4/pid9170-25,mazurka33-4/pid9170-25.mid,mazurka33-4/pid9170-25.mp4,mazurka33-4/pid9170-25.mp3,mazurka33-4/pid9170-25.wav,mazurka33-4/pid9170-25_infer_corresp.txt,29
33.4,B min,Uninsky,1959,5:07,307,Philips 442 574-2,9061-25,-,mazurka33-4/pid9061-25,mazurka33-4/pid9061-25.mid,mazurka33-4/pid9061-25.mp4,mazurka33-4/pid9061-25.mp3,mazurka33-4/pid9061-25.wav,mazurka33-4/pid9061-25_infer_corresp.txt,30
33.4,B min,Wasowski,1980,5:09,309,Concord CCD-42036,9111-25,-,mazurka33-4/pid9111-25,mazurka33-4/pid9111-25.mid,mazurka33-4/pid9111-25.mp4,mazurka33-4/pid9111-25.mp3,mazurka33-4/pid9111-25.wav,mazurka33-4/pid9111-25_infer_corresp.txt,31
41.1,C# min,Ashkenazy,1981,3:30,210,Decca 448 086-2,9058-26,-,mazurka41-1/pid9058-26,mazurka41-1/pid9058-26.mid,mazurka41-1/pid9058-26.mp4,mazurka41-1/pid9058-26.mp3,mazurka41-1/pid9058-26.wav,mazurka41-1/pid9058-26_infer_corresp.txt,0
41.2,E min,Bacha,1999,2:06,126,Forlane 126817,9166h-03,-,mazurka41-2/pid9166h-03,mazurka41-2/pid9166h-03.mid,mazurka41-2/pid9166h-03.mp4,mazurka41-2/pid9166h-03.mp3,mazurka41-2/pid9166h-03.wav,mazurka41-2/pid9166h-03_infer_corresp.txt,1
41.1,C# min,Barbosa,1983,2:56,176,Centaur CRC2098/9,9174-26,-,mazurka41-1/pid9174-26,mazurka41-1/pid9174-26.mid,mazurka41-1/pid9174-26.mp4,mazurka41-1/pid9174-26.mp3,mazurka41-1/pid9174-26.wav,mazurka41-1/pid9174-26_infer_corresp.txt,2
41.1,C# min,Biret,1990,4:01,241,Naxos 8.550359,9062-26,-,mazurka41-1/pid9062-26,mazurka41-1/pid9062-26.mid,mazurka41-1/pid9062-26.mp4,mazurka41-1/pid9062-26.mp3,mazurka41-1/pid9062-26.wav,mazurka41-1/pid9062-26_infer_corresp.txt,3
41.1,C# min,Brailowsky,1960,3:15,195,Sony SB2K 63237,9060-26,-,mazurka41-1/pid9060-26,mazurka41-1/pid9060-26.mid,mazurka41-1/pid9060-26.mp4,mazurka41-1/pid9060-26.mp3,mazurka41-1/pid9060-26.wav,mazurka41-1/pid9060-26_infer_corresp.txt,4
41.1,C# min,Chiu,1999,3:48,228,HMX 2907352.53,9048b-01,-,mazurka41-1/pid9048b-01,mazurka41-1/pid9048b-01.mid,mazurka41-1/pid9048b-01.mp4,mazurka41-1/pid9048b-01.mp3,mazurka41-1/pid9048b-01.wav,mazurka41-1/pid9048b-01_infer_corresp.txt,5
41.2,E min,Cohen,1997,3:00,180,Glossa 920506 ,9105b-09,-,mazurka41-2/pid9105b-09,mazurka41-2/pid9105b-09.mid,mazurka41-2/pid9105b-09.mp4,mazurka41-2/pid9105b-09.mp3,mazurka41-2/pid9105b-09.wav,mazurka41-2/pid9105b-09_infer_corresp.txt,6
41.1,C# min,Cortot,1951,3:21,201,Concert Artist 9180/12 ,9066-26,-,mazurka41-1/pid9066-26,mazurka41-1/pid9066-26.mid,mazurka41-1/pid9066-26.mp4,mazurka41-1/pid9066-26.mp3,mazurka41-1/pid9066-26.wav,mazurka41-1/pid9066-26_infer_corresp.txt,7
41.2,E min,Csalog,1996,2:14,134,Hungaroton HCD 31755/6,1263-26,-,mazurka41-2/pid1263-26,mazurka41-2/pid1263-26.mid,mazurka41-2/pid1263-26.mp4,mazurka41-2/pid1263-26.mp3,mazurka41-2/pid1263-26.wav,mazurka41-2/pid1263-26_infer_corresp.txt,8
41.1,C# min,Czerny-Stefanska,1989,3:27,207,Pony Canyon Classics PCCL-00460,9192-26,-,mazurka41-1/pid9192-26,mazurka41-1/pid9192-26.mid,mazurka41-1/pid9192-26.mp4,mazurka41-1/pid9192-26.mp3,mazurka41-1/pid9192-26.wav,mazurka41-1/pid9192-26_infer_corresp.txt,9
41.2,E min,Ezaki,2006,2:12,132,Triton OVCT-00035,9139-26,-,mazurka41-2/pid9139-26,mazurka41-2/pid9139-26.mid,mazurka41-2/pid9139-26.mp4,mazurka41-2/pid9139-26.mp3,mazurka41-2/pid9139-26.wav,mazurka41-2/pid9139-26_infer_corresp.txt,10
41.1,C# min,Fliere,1977,3:24,204,Melodia 10 00439,9063b-01,-,mazurka41-1/pid9063b-01,mazurka41-1/pid9063b-01.mid,mazurka41-1/pid9063b-01.mp4,mazurka41-1/pid9063b-01.mp3,mazurka41-1/pid9063b-01.wav,mazurka41-1/pid9063b-01_infer_corresp.txt,11
41.2,E min,Fou,1978,2:33,153,Sony SB2K 53 246,9071b-05,-,mazurka41-2/pid9071b-05,mazurka41-2/pid9071b-05.mid,mazurka41-2/pid9071b-05.mp4,mazurka41-2/pid9071b-05.mp3,mazurka41-2/pid9071b-05.wav,mazurka41-2/pid9071b-05_infer_corresp.txt,12
41.2,E min,Fou,2005,2:34,154,NIFC CD001,9092-15,-,mazurka41-2/pid9092-15,mazurka41-2/pid9092-15.mid,mazurka41-2/pid9092-15.mp4,mazurka41-2/pid9092-15.mp3,mazurka41-2/pid9092-15.wav,mazurka41-2/pid9092-15_infer_corresp.txt,12
41.1,C# min,Francois,1956,3:16,196,EMI CZS 7 67413 2,9070b-09,-,mazurka41-1/pid9070b-09,mazurka41-1/pid9070b-09.mid,mazurka41-1/pid9070b-09.mp4,mazurka41-1/pid9070b-09.mp3,mazurka41-1/pid9070b-09.wav,mazurka41-1/pid9070b-09_infer_corresp.txt,13
41.1,C# min,Hatto,1993,3:34,214,Con. Artist FED4-TC-0116/7,610003b-01,-,mazurka41-1/pid610003b-01,mazurka41-1/pid610003b-01.mid,mazurka41-1/pid610003b-01.mp4,mazurka41-1/pid610003b-01.mp3,mazurka41-1/pid610003b-01.wav,mazurka41-1/pid610003b-01_infer_corresp.txt,14
41.1,C# min,Hatto,2006,3:34,214,Con. Artist 9270/12,9073b-01,-,mazurka41-1/pid9073b-01,mazurka41-1/pid9073b-01.mid,mazurka41-1/pid9073b-01.mp4,mazurka41-1/pid9073b-01.mp3,mazurka41-1/pid9073b-01.wav,mazurka41-1/pid9073b-01_infer_corresp.txt,14
41.1,C# min,Indjic,1988,3:37,217,Calliope 3321,9050-26,-,mazurka41-1/pid9050-26,mazurka41-1/pid9050-26.mid,mazurka41-1/pid9050-26.mp4,mazurka41-1/pid9050-26.mp3,mazurka41-1/pid9050-26.wav,mazurka41-1/pid9050-26_infer_corresp.txt,15
41.1,C# min,Kushner,1989,3:36,216,Connoisseur CD4181/2,9118b-01,-,mazurka41-1/pid9118b-01,mazurka41-1/pid9118b-01.mid,mazurka41-1/pid9118b-01.mp4,mazurka41-1/pid9118b-01.mp3,mazurka41-1/pid9118b-01.wav,mazurka41-1/pid9118b-01_infer_corresp.txt,16
41.2,E min,Luisada,1991,2:23,143,DG 463054-2,9055-26,-,mazurka41-2/pid9055-26,mazurka41-2/pid9055-26.mid,mazurka41-2/pid9055-26.mp4,mazurka41-2/pid9055-26.mp3,mazurka41-2/pid9055-26.wav,mazurka41-2/pid9055-26_infer_corresp.txt,17
41.1,C# min,Magaloff,1977,3:37,217,Phillips 426 817/29-2,9074f-26,-,mazurka41-1/pid9074f-26,mazurka41-1/pid9074f-26.mid,mazurka41-1/pid9074f-26.mp4,mazurka41-1/pid9074f-26.mp3,mazurka41-1/pid9074f-26.wav,mazurka41-1/pid9074f-26_infer_corresp.txt,18
41.1,C# min,Magin,1975,3:17,197,Accord 465 665-2,9138-26,-,mazurka41-1/pid9138-26,mazurka41-1/pid9138-26.mid,mazurka41-1/pid9138-26.mp4,mazurka41-1/pid9138-26.mp3,mazurka41-1/pid9138-26.wav,mazurka41-1/pid9138-26_infer_corresp.txt,19
41.1,C# min,Milkina,1970,3:32,212,Unterschrift/EMI,9099b-01,-,mazurka41-1/pid9099b-01,mazurka41-1/pid9099b-01.mid,mazurka41-1/pid9099b-01.mp4,mazurka41-1/pid9099b-01.mp3,mazurka41-1/pid9099b-01.wav,mazurka41-1/pid9099b-01_infer_corresp.txt,20
41.1,C# min,Mohovich,1999,3:35,215,Agora AG 231.2,9104-26,-,mazurka41-1/pid9104-26,mazurka41-1/pid9104-26.mid,mazurka41-1/pid9104-26.mp4,mazurka41-1/pid9104-26.mp3,mazurka41-1/pid9104-26.wav,mazurka41-1/pid9104-26_infer_corresp.txt,21
41.1,C# min,Ohlsson,1970,3:12,192,Muza CK 1025,6100021-09,-,mazurka41-1/pid6100021-09,mazurka41-1/pid6100021-09.mid,mazurka41-1/pid6100021-09.mp4,mazurka41-1/pid6100021-09.mp3,mazurka41-1/pid6100021-09.wav,mazurka41-1/pid6100021-09_infer_corresp.txt,22
41.2,E min,Ohlsson,1999,2:34,154,Arabesque Z6730-2,9153-26,-,mazurka41-2/pid9153-26,mazurka41-2/pid9153-26.mid,mazurka41-2/pid9153-26.mp4,mazurka41-2/pid9153-26.mp3,mazurka41-2/pid9153-26.wav,mazurka41-2/pid9153-26_infer_corresp.txt,22
41.1,C# min,Osinska,1989,3:29,209,Cassiopee 969 213/6,9101b-08,-,mazurka41-1/pid9101b-08,mazurka41-1/pid9101b-08.mid,mazurka41-1/pid9101b-08.mp4,mazurka41-1/pid9101b-08.mp3,mazurka41-1/pid9101b-08.wav,mazurka41-1/pid9101b-08_infer_corresp.txt,23
41.2,E min,Poblocka,1999,2:07,127,BeArTon CDB012/13,9093b-01,-,mazurka41-2/pid9093b-01,mazurka41-2/pid9093b-01.mid,mazurka41-2/pid9093b-01.mp4,mazurka41-2/pid9093b-01.mp3,mazurka41-2/pid9093b-01.wav,mazurka41-2/pid9093b-01_infer_corresp.txt,24
41.2,E min,Rangell,2001,2:22,142,Dorian DOR-93258,9094-26,-,mazurka41-2/pid9094-26,mazurka41-2/pid9094-26.mid,mazurka41-2/pid9094-26.mp4,mazurka41-2/pid9094-26.mp3,mazurka41-2/pid9094-26.wav,mazurka41-2/pid9094-26_infer_corresp.txt,25
41.1,C# min,Rubinstein,1939,3:11,191,Naxos 8.110656-57,9049-26,-,mazurka41-1/pid9049-26,mazurka41-1/pid9049-26.mid,mazurka41-1/pid9049-26.mp4,mazurka41-1/pid9049-26.mp3,mazurka41-1/pid9049-26.wav,mazurka41-1/pid9049-26_infer_corresp.txt,26
41.1,C# min,Rubinstein,1952,3:10,190,BMG 09026 63027-2,9075-26,-,mazurka41-1/pid9075-26,mazurka41-1/pid9075-26.mid,mazurka41-1/pid9075-26.mp4,mazurka41-1/pid9075-26.mp3,mazurka41-1/pid9075-26.wav,mazurka41-1/pid9075-26_infer_corresp.txt,26
41.1,C# min,Rubinstein,1966,3:29,209,BMG 09026-63050-2,9059b-01,-,mazurka41-1/pid9059b-01,mazurka41-1/pid9059b-01.mid,mazurka41-1/pid9059b-01.mp4,mazurka41-1/pid9059b-01.mp3,mazurka41-1/pid9059b-01.wav,mazurka41-1/pid9059b-01_infer_corresp.txt,26
41.1,C# min,Shebanova,2002,3:35,215,DUX 0350/0351,9072b-01,-,mazurka41-1/pid9072b-01,mazurka41-1/pid9072b-01.mid,mazurka41-1/pid9072b-01.mp4,mazurka41-1/pid9072b-01.mp3,mazurka41-1/pid9072b-01.wav,mazurka41-1/pid9072b-01_infer_corresp.txt,27
41.1,C# min,Smith,1975,1:29,89,EMI 724358576726,9054-26,-,mazurka41-1/pid9054-26,mazurka41-1/pid9054-26.mid,mazurka41-1/pid9054-26.mp4,mazurka41-1/pid9054-26.mp3,mazurka41-1/pid9054-26.wav,mazurka41-1/pid9054-26_infer_corresp.txt,28
41.2,E min,Sztompka,1927,2:34,154,Muza PNCD006,9085-01,-,mazurka41-2/pid9085-01,mazurka41-2/pid9085-01.mid,mazurka41-2/pid9085-01.mp4,mazurka41-2/pid9085-01.mp3,mazurka41-2/pid9085-01.wav,mazurka41-2/pid9085-01_infer_corresp.txt,29
41.2,E min,Sztompka,1959,2:44,164,Muza PNOD 313 A/B,9170-26,-,mazurka41-2/pid9170-26,mazurka41-2/pid9170-26.mid,mazurka41-2/pid9170-26.mp4,mazurka41-2/pid9170-26.mp3,mazurka41-2/pid9170-26.wav,mazurka41-2/pid9170-26_infer_corresp.txt,29
41.1,C# min,Uninsky,1959,3:28,208,Philips 442 574-2,9061-26,-,mazurka41-1/pid9061-26,mazurka41-1/pid9061-26.mid,mazurka41-1/pid9061-26.mp4,mazurka41-1/pid9061-26.mp3,mazurka41-1/pid9061-26.wav,mazurka41-1/pid9061-26_infer_corresp.txt,30
41.1,C# min,Wasowski,1980,3:55,235,Concord CCD-42036,9111-26,-,mazurka41-1/pid9111-26,mazurka41-1/pid9111-26.mid,mazurka41-1/pid9111-26.mp4,mazurka41-1/pid9111-26.mp3,mazurka41-1/pid9111-26.wav,mazurka41-1/pid9111-26_infer_corresp.txt,31
41.2,E min,Ashkenazy,1981,2:20,140,Decca 448 086-2,9058-27,precor,mazurka41-2/pid9058-27,mazurka41-2/pid9058-27.mid,mazurka41-2/pid9058-27.mp4,mazurka41-2/pid9058-27.mp3,mazurka41-2/pid9058-27.wav,mazurka41-2/pid9058-27_infer_corresp.txt,0
41.3,B maj,Bacha,1999,1:12,72,Forlane 126817,9166h-04,-,mazurka41-3/pid9166h-04,mazurka41-3/pid9166h-04.mid,mazurka41-3/pid9166h-04.mp4,mazurka41-3/pid9166h-04.mp3,mazurka41-3/pid9166h-04.wav,mazurka41-3/pid9166h-04_infer_corresp.txt,1
41.2,E min,Barbosa,1983,1:59,119,Centaur CRC2098/9,9174-27,-,mazurka41-2/pid9174-27,mazurka41-2/pid9174-27.mid,mazurka41-2/pid9174-27.mp4,mazurka41-2/pid9174-27.mp3,mazurka41-2/pid9174-27.wav,mazurka41-2/pid9174-27_infer_corresp.txt,2
41.2,E min,Biret,1990,3:11,191,Naxos 8.550359,9062b-01,precor,mazurka41-2/pid9062b-01,mazurka41-2/pid9062b-01.mid,mazurka41-2/pid9062b-01.mp4,mazurka41-2/pid9062b-01.mp3,mazurka41-2/pid9062b-01.wav,mazurka41-2/pid9062b-01_infer_corresp.txt,3
41.2,E min,Brailowsky,1960,2:08,128,Sony SB2K 63237,9060-27,-,mazurka41-2/pid9060-27,mazurka41-2/pid9060-27.mid,mazurka41-2/pid9060-27.mp4,mazurka41-2/pid9060-27.mp3,mazurka41-2/pid9060-27.wav,mazurka41-2/pid9060-27_infer_corresp.txt,4
41.2,E min,Chiu,1999,2:16,136,HMX 2907352.53,9048b-02,-,mazurka41-2/pid9048b-02,mazurka41-2/pid9048b-02.mid,mazurka41-2/pid9048b-02.mp4,mazurka41-2/pid9048b-02.mp3,mazurka41-2/pid9048b-02.wav,mazurka41-2/pid9048b-02_infer_corresp.txt,5
41.3,B maj,Cohen,1997,1:29,89,Glossa 920506 ,9105b-10,-,mazurka41-3/pid9105b-10,mazurka41-3/pid9105b-10.mid,mazurka41-3/pid9105b-10.mp4,mazurka41-3/pid9105b-10.mp3,mazurka41-3/pid9105b-10.wav,mazurka41-3/pid9105b-10_infer_corresp.txt,6
41.2,E min,Cortot,1951,2:28,148,Concert Artist 9180/12 ,9066-27,-,mazurka41-2/pid9066-27,mazurka41-2/pid9066-27.mid,mazurka41-2/pid9066-27.mp4,mazurka41-2/pid9066-27.mp3,mazurka41-2/pid9066-27.wav,mazurka41-2/pid9066-27_infer_corresp.txt,7
41.3,B maj,Csalog,1996,1:11,71,Hungaroton HCD 31755/6,1263-27,-,mazurka41-3/pid1263-27,mazurka41-3/pid1263-27.mid,mazurka41-3/pid1263-27.mp4,mazurka41-3/pid1263-27.mp3,mazurka41-3/pid1263-27.wav,mazurka41-3/pid1263-27_infer_corresp.txt,8
41.2,E min,Czerny-Stefanska,1989,2:16,136,Pony Canyon Classics PCCL-00460,9192-27,-,mazurka41-2/pid9192-27,mazurka41-2/pid9192-27.mid,mazurka41-2/pid9192-27.mp4,mazurka41-2/pid9192-27.mp3,mazurka41-2/pid9192-27.wav,mazurka41-2/pid9192-27_infer_corresp.txt,9
41.3,B maj,Ezaki,2006,1:22,82,Triton OVCT-00035,9139-27,-,mazurka41-3/pid9139-27,mazurka41-3/pid9139-27.mid,mazurka41-3/pid9139-27.mp4,mazurka41-3/pid9139-27.mp3,mazurka41-3/pid9139-27.wav,mazurka41-3/pid9139-27_infer_corresp.txt,10
41.2,E min,Fliere,1977,2:35,155,Melodia 10 00439,9063b-02,-,mazurka41-2/pid9063b-02,mazurka41-2/pid9063b-02.mid,mazurka41-2/pid9063b-02.mp4,mazurka41-2/pid9063b-02.mp3,mazurka41-2/pid9063b-02.wav,mazurka41-2/pid9063b-02_infer_corresp.txt,11
41.3,B maj,Fou,1978,1:15,75,Sony SB2K 53 246,9071b-06,-,mazurka41-3/pid9071b-06,mazurka41-3/pid9071b-06.mid,mazurka41-3/pid9071b-06.mp4,mazurka41-3/pid9071b-06.mp3,mazurka41-3/pid9071b-06.wav,mazurka41-3/pid9071b-06_infer_corresp.txt,12
41.2,E min,Francois,1956,2:17,137,EMI CZS 7 67413 2,9070b-10,-,mazurka41-2/pid9070b-10,mazurka41-2/pid9070b-10.mid,mazurka41-2/pid9070b-10.mp4,mazurka41-2/pid9070b-10.mp3,mazurka41-2/pid9070b-10.wav,mazurka41-2/pid9070b-10_infer_corresp.txt,13
41.2,E min,Hatto,1993,2:37,157,Con. Artist FED4-TC-0116/7,610003b-02,-,mazurka41-2/pid610003b-02,mazurka41-2/pid610003b-02.mid,mazurka41-2/pid610003b-02.mp4,mazurka41-2/pid610003b-02.mp3,mazurka41-2/pid610003b-02.wav,mazurka41-2/pid610003b-02_infer_corresp.txt,14
