artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links,align_file,type,label
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",649.84,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07435.mid",https://www.youtube.com/watch?v=jbbeL_zeUkg,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/61_infer_corresp.txt",train,47
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57, ""Appassionata"": I. Allegro assai",649.2,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07436.mid",https://www.youtube.com/watch?v=OpLdi7DsYRs,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/62_infer_corresp.txt",train,47
Claudio Arrau,1,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",654.04,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07439.mid",https://www.youtube.com/watch?v=qiaZlGQfFkM,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/67_infer_corresp.txt",train,47
Claudio Arrau,1,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",693.0,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07440.mid",https://www.youtube.com/watch?v=gLi1ATaNtr4,"valid/Claudio Arrau/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/70_infer_corresp.txt",valid,47
Alfred Brendel,0,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",581.933,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07444.mid",https://www.youtube.com/watch?v=JyVbavf6hJc,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/77_infer_corresp.txt",train,11
Alfred Brendel,0,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",602.16,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07448.mid",https://www.youtube.com/watch?v=diDdoHGgYww,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/84_infer_corresp.txt",train,11
Alfred Brendel,0,"Piano Sonata No.23 in F minor, Op.57 -""Appassionata"": 1. Allegro assai",604.226,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07450.mid",https://www.youtube.com/watch?v=-zKauFSbDbs,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/86_infer_corresp.txt",train,11
Alfred Brendel,0,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",590.56,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07453.mid",https://www.youtube.com/watch?v=kSFBN7_HKfE,"valid/Alfred Brendel/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/89_infer_corresp.txt",valid,11
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",502.28,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07465.mid",https://www.youtube.com/watch?v=Z5-JBsx83PY,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/103_infer_corresp.txt",train,113
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",522.013,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07466.mid",https://www.youtube.com/watch?v=3SqLFEVe2D4,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/105_infer_corresp.txt",train,113
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",514.96,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07467.mid",https://www.youtube.com/watch?v=YzZNWKzjqFs,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/106_infer_corresp.txt",train,113
Friedrich Gulda,3,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",517.026,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07468.mid",https://www.youtube.com/watch?v=vKt5OeT2VUo,"valid/Friedrich Gulda/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/107_infer_corresp.txt",valid,113
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",593.64,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07469.mid",https://www.youtube.com/watch?v=bRl6LWimreI,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/109_infer_corresp.txt",train,184
Wilhelm Kempff,5,"Sonata No. 23 in F Minor, Op. 57 'Appassionata': I. Allegro assai",585.946,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07470.mid",https://www.youtube.com/watch?v=DdwgJCYLFgg,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/110_infer_corresp.txt",train,184
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",585.693,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07472.mid",https://www.youtube.com/watch?v=7aXEayqNAcc,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/114_infer_corresp.txt",train,184
Wilhelm Kempff,5,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",583.0,Ludwig van Beethoven,19,"Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/I._Allegro_assai/07474.mid",https://www.youtube.com/watch?v=rbG-Ym7_snc,"valid/Wilhelm Kempff/Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57__Appassionata_/I._Allegro_assai/117_infer_corresp.txt",valid,184
Sviatoslav Richter,4,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: III. Scherzo. Allegro assai",214.28,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07489.mid",https://www.youtube.com/watch?v=KRMV-F5odLQ,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/2_infer_corresp.txt",train,151
Sviatoslav Richter,4,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",190.4,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07490.mid",https://www.youtube.com/watch?v=c7qKPtowCcE,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/3_infer_corresp.txt",train,151
Sviatoslav Richter,4,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",190.357,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07491.mid",https://www.youtube.com/watch?v=Q3nBt4toNW0,"valid/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/4_infer_corresp.txt",valid,151
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",197.36,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07496.mid",https://www.youtube.com/watch?v=Fm_J_AWKNKE,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/12_infer_corresp.txt",train,84
Daniel Barenboim,2,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",227.36,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07497.mid",https://www.youtube.com/watch?v=iNVZ3okleaU,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/13_infer_corresp.txt",train,84
Daniel Barenboim,2,"Piano Sonata No. 10 In G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",205.493,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07499.mid",https://www.youtube.com/watch?v=Od7NPwDqlHI,"valid/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/15_infer_corresp.txt",valid,84
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",200.506,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07500.mid",https://www.youtube.com/watch?v=LIaC0aAKYz0,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/16_infer_corresp.txt",train,49
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",201.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07501.mid",https://www.youtube.com/watch?v=hmw4CYqO-5c,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/17_infer_corresp.txt",train,49
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",230.986,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07502.mid",https://www.youtube.com/watch?v=LsUJMnR0ZtM,"valid/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/18_infer_corresp.txt",valid,49
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",229.16,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07506.mid",https://www.youtube.com/watch?v=pBgneCI6aBQ,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/22_infer_corresp.txt",train,13
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",232.72,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07507.mid",https://www.youtube.com/watch?v=Zfk5JCk6mA0,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/23_infer_corresp.txt",train,13
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 3. Scherzo (Allegro assai)",232.093,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07508.mid",https://www.youtube.com/watch?v=Sickd0F4BJw,"valid/Alfred Brendel/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/24_infer_corresp.txt",valid,13
Friedrich Gulda,3,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai (Live)",184.613,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07512.mid",https://www.youtube.com/watch?v=kzbQiYE1WPE,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/28_infer_corresp.txt",train,115
Friedrich Gulda,3,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo: Allegro assai",178.90599999999995,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07513.mid",https://www.youtube.com/watch?v=SimssHXam3c,"train/Friedrich Gulda/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/29_infer_corresp.txt",train,115
Friedrich Gulda,3,"Piano Sonata in G Major, Op. 14,2: III. Scherzo. Allegro Assai",190.811,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07514.mid",https://www.youtube.com/watch?v=yIsf5f8H6Sk,"valid/Friedrich Gulda/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/30_infer_corresp.txt",valid,115
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",211.813,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07515.mid",https://www.youtube.com/watch?v=rcZLvpq18XM,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/32_infer_corresp.txt",train,186
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: 3. Scherzo (Allegro assai)",209.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07516.mid",https://www.youtube.com/watch?v=qbMeCycdXQ0,"train/Wilhelm Kempff/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/33_infer_corresp.txt",train,186
Wilhelm Kempff,5,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo (Allegro assai)",198.0,Ludwig van Beethoven,20,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/Sonate_No._10_3rd_Movement.mxl","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/07517.mid",https://www.youtube.com/watch?v=zvZs001oaiQ,"valid/Wilhelm Kempff/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/III._Scherzo._Allegro_assai/34_infer_corresp.txt",valid,186
Sviatoslav Richter,4,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro (Recorded 1963)",336.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07519.mid",https://www.youtube.com/watch?v=iEV3BKYlq-M,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/1_infer_corresp.txt",train,152
Sviatoslav Richter,4,"Piano Sonata No. 10 in G Major, Op. 14, No. 2: I. Allegro",314.826,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07520.mid",https://www.youtube.com/watch?v=jg3iJO-GSDI,"train/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/2_infer_corresp.txt",train,152
Sviatoslav Richter,4,"Piano Sonata No.10 in G, Op.14 No.2: 1. Allegro",344.546,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07521.mid",https://www.youtube.com/watch?v=dY917uYx36k,"valid/Sviatoslav Richter/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/3_infer_corresp.txt",valid,152
Daniel Barenboim,2,"Beethoven: Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro",449.066,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07524.mid",https://www.youtube.com/watch?v=Xevj0Ji83Ps,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/10_infer_corresp.txt",train,85
Daniel Barenboim,2,"Piano Sonata No. 10 in G Major, Op. 14 No. 2: I. Allegro",464.693,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07525.mid",https://www.youtube.com/watch?v=d-y1-TSFU24,"train/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/11_infer_corresp.txt",train,85
Daniel Barenboim,2,"Piano Sonata No. 10 In G Major, Op. 14, No. 2: 1. Allegro",433.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07527.mid",https://www.youtube.com/watch?v=-3dodzW2ZWo,"valid/Daniel Barenboim/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/13_infer_corresp.txt",valid,85
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 1. Allegro",445.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07528.mid",https://www.youtube.com/watch?v=EIhTNpt_Pks,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/14_infer_corresp.txt",train,50
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 1. Allegro",447.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07529.mid",https://www.youtube.com/watch?v=PpcuoxUve-8,"train/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/15_infer_corresp.txt",train,50
Claudio Arrau,1,"Piano Sonata No.10 in G, Op.14 No.2: 1. Allegro",441.0,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07530.mid",https://www.youtube.com/watch?v=WLBf_cTeDkM,"valid/Claudio Arrau/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/16_infer_corresp.txt",valid,50
Alfred Brendel,0,"Piano Sonata No.10 in G, Op.14 No.2: 1. Allegro",474.546,Ludwig van Beethoven,21,"Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/musicxml_cleaned.musicxml","Ludwig_van_Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/07535.mid",https://www.youtube.com/watch?v=1OjY8WmG46M,"train/Alfred Brendel/Beethoven/Piano_Sonata_No._10_in_G_Major,_Op._14_No._2/I._Allegro/21_infer_corresp.txt",train,14
